mainid,type,isid,indate,inmonth,indays,title,chip,inreasoncode,inreason,class,classname,variety,color,area,sex,name,userTag,asylumnm,asylumtel,asylumaddr,note,photo,weburl,piclocalurl,endDay,createdate
13771,2,AAAIG1091023003,2020-10-23T00:00:00,2020-10,0,AAAIG1091023003,900073000325457,14,拾獲送交,1,犬,混種狗,黑,泰山區,公         ,AAAIG1091023003,AAAIG,新北市八里區公立動物之家,02-26194428,新北市八里區長坑里6鄰長坑道路36號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/7575ffa6-39be-465c-84ae-a910bbe2ce82_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=181533&AcceptNum=AAAIG1091023003&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\AAAIG1091023003.jpg,,2020-10-23 15:27:57.040
13772,2,CAAAG1091023001,2020-10-23T00:00:00,2020-10,0,CAAAG1091023001,,138,政府捕捉,1,犬,混種狗,黑,平鎮區,公         ,CAAAG1091023001,CAAAG,桃園市動物保護教育園區,03-4861760,桃園市新屋區永興里3鄰藻礁路1668號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/36625d5a-a9e4-4cc5-9416-a0e36063fbbc_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=181410&AcceptNum=CAAAG1091023001&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\CAAAG1091023001.jpg,,2020-10-23 15:27:57.213
13773,2,CAAAG1091023005,2020-10-23T00:00:00,2020-10,0,CAAAG1091023005,158100965180096,138,政府捕捉,1,犬,臘腸,黃,桃園區,母         ,CAAAG1091023005,CAAAG,桃園市動物保護教育園區,03-4861760,桃園市新屋區永興里3鄰藻礁路1668號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/c2093e33-1354-452e-b53a-9dc7dbf45483_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=181537&AcceptNum=CAAAG1091023005&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\CAAAG1091023005.jpg,,2020-10-23 15:27:57.433
13774,2,GAAAG1091023003,2020-10-23T00:00:00,2020-10,0,GAAAG1091023003,,138,政府捕捉,1,犬,混種狗,米,永靖鄉,母         ,GAAAG1091023003,GAAAG,彰化縣流浪狗中途之家,04-8590638,彰化縣員林市大峯里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),,https://asms.coa.gov.tw/Amlapp/Upload/Pic/26fee52b-6108-46ac-850f-907dacd17d27_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=181532&AcceptNum=GAAAG1091023003&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\GAAAG1091023003.jpg,,2020-10-23 15:27:57.657
13775,2,LAABG109102301,2020-10-23T00:00:00,2020-10,0,LAABG109102301,,138,政府捕捉,1,犬,混種狗,黑,梓官區,公         ,LAABG109102301,LAABG,高雄市燕巢動物保護關愛園區,07-6051002,高雄市燕巢區師大路98號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/42bccd8c-723f-4cba-bef8-aebf3969d555_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=181526&AcceptNum=LAABG109102301&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\LAABG109102301.jpg,,2020-10-23 15:27:57.847
13776,2,NAAAG1091023004,2020-10-23T00:00:00,2020-10,0,NAAAG1091023004,,14,拾獲送交,2,貓,混種貓,黑,東河鄉,公         ,NAAAG1091023004,NAAAG,臺東縣動物收容中心,089-362011,臺東縣臺東市中華路4段999巷600號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/f3750411-2e6b-4f6d-8c95-6d1e5006a9d6_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=181518&AcceptNum=NAAAG1091023004&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\NAAAG1091023004.jpg,,2020-10-23 15:27:58.050
13777,2,LAABG109102109,2020-10-22T00:00:00,2020-10,1,LAABG109102109,,138,政府捕捉,1,犬,混種,黃,湖內區,母         ,LAABG109102109,LAABG,高雄市燕巢動物保護關愛園區,07-6051002,高雄市燕巢區師大路98號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/893e5d86-f3f4-46ec-83a8-e9a844c37f3c_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=181217&AcceptNum=LAABG109102109&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\LAABG109102109.jpg,2020/11/10,2020-10-23 15:27:58.393
13778,2,LAABG109102208,2020-10-22T00:00:00,2020-10,1,LAABG109102208,,138,政府捕捉,1,犬,混種狗,黑,燕巢區,母         ,LAABG109102208,LAABG,高雄市燕巢動物保護關愛園區,07-6051002,高雄市燕巢區師大路98號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/51d544fc-08d9-492e-8bb7-ed40517d3f4d_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=181422&AcceptNum=LAABG109102208&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\LAABG109102208.jpg,2020/11/10,2020-10-23 15:27:58.617
13779,2,LAABG109102209,2020-10-22T00:00:00,2020-10,1,LAABG109102209,,138,政府捕捉,1,犬,混種狗,黑,湖內區,公         ,LAABG109102209,LAABG,高雄市燕巢動物保護關愛園區,07-6051002,高雄市燕巢區師大路98號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/a01efe06-5a89-4fb3-ada9-2edae9aaa7be_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=181427&AcceptNum=LAABG109102209&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\LAABG109102209.jpg,2020/11/06,2020-10-23 15:27:58.823
13780,2,HAAAG1091022624,2020-10-22T00:00:00,2020-10,1,HAAAG1091022624,,14,拾獲送交,1,犬,混種狗,三花,南投市,公         ,HAAAG1091022624,HAAAG,南投縣公立動物收容所,049-2225440,南投縣南投市嶺興路36-1號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/11b483e7-40bc-46a8-adb8-1a7a3ef2042a_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=181428&AcceptNum=HAAAG1091022624&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\HAAAG1091022624.jpg,2020/11/10,2020-10-23 15:27:59.030
14160,2,1091373,2020-10-12T00:00:00,2020-10,11,1091373,,13,動物救援,1,犬,混種狗,咖啡,蘇澳鎮,母         ,1091373,BAAAG,宜蘭縣流浪動物中途之家,039602350 #620,宜蘭縣五結鄉成興村利寶路60號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/53cc67ce-2aaa-4779-b18f-bf5f4ef35adf_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=179887&AcceptNum=1091373&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\1091373.jpg,2020/11/10,2020-10-23 15:29:51.000
14161,2,1091374,2020-10-12T00:00:00,2020-10,11,1091374,,13,動物救援,1,犬,混種狗,黑,蘇澳鎮,母         ,1091374,BAAAG,宜蘭縣流浪動物中途之家,039602350 #620,宜蘭縣五結鄉成興村利寶路60號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/b9c26bce-4bd9-4210-8613-ea3ae1b55fc2_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=179888&AcceptNum=1091374&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\1091374.jpg,2020/11/10,2020-10-23 15:29:51.193
14162,2,1091375,2020-10-12T00:00:00,2020-10,11,1091375,,13,動物救援,1,犬,混種狗,黑,蘇澳鎮,母         ,1091375,BAAAG,宜蘭縣流浪動物中途之家,039602350 #620,宜蘭縣五結鄉成興村利寶路60號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/91b744b8-436e-41fa-a9b9-34ba9d3c1540_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=179889&AcceptNum=1091375&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\1091375.jpg,2020/11/10,2020-10-23 15:29:51.403
14163,2,1091376,2020-10-12T00:00:00,2020-10,11,1091376,,13,動物救援,1,犬,混種狗,黑,蘇澳鎮,母         ,1091376,BAAAG,宜蘭縣流浪動物中途之家,039602350 #620,宜蘭縣五結鄉成興村利寶路60號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/0f731fa2-a46f-4ae1-b92a-5082d9b71ec0_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=179890&AcceptNum=1091376&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\1091376.jpg,2020/11/10,2020-10-23 15:29:51.603
14164,2,1091377,2020-10-12T00:00:00,2020-10,11,1091377,,13,動物救援,1,犬,混種狗,黃,蘇澳鎮,母         ,1091377,BAAAG,宜蘭縣流浪動物中途之家,039602350 #620,宜蘭縣五結鄉成興村利寶路60號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/e44e1134-7c93-42db-8568-aa93c4ab2e99_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=179892&AcceptNum=1091377&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\1091377.jpg,2020/11/10,2020-10-23 15:29:51.823
14165,2,1091378,2020-10-12T00:00:00,2020-10,11,1091378,,13,動物救援,2,貓,混種貓,虎斑,蘇澳鎮,x         ,1091378,BAAAG,宜蘭縣流浪動物中途之家,039602350 #620,宜蘭縣五結鄉成興村利寶路60號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/959bbfac-e4ce-4451-b5b3-6115980f739b_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=179893&AcceptNum=1091378&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\1091378.jpg,2020/11/10,2020-10-23 15:29:52.077
14166,2,GAAAG1091012001,2020-10-12T00:00:00,2020-10,11,GAAAG1091012001,,138,政府捕捉,1,犬,混種狗,虎斑,田中鎮,公         ,GAAAG1091012001,GAAAG,彰化縣流浪狗中途之家,04-8590638,彰化縣員林市大峯里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),,https://asms.coa.gov.tw/Amlapp/Upload/Pic/6e2aa8ca-e178-4376-bbc1-9a8cd0b3bacc_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=179725&AcceptNum=GAAAG1091012001&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\GAAAG1091012001.jpg,2020/11/10,2020-10-23 15:29:52.357
14167,2,GAAAG1091012002,2020-10-12T00:00:00,2020-10,11,GAAAG1091012002,,138,政府捕捉,1,犬,混種狗,黑,田中鎮,母         ,GAAAG1091012002,GAAAG,彰化縣流浪狗中途之家,04-8590638,彰化縣員林市大峯里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),,https://asms.coa.gov.tw/Amlapp/Upload/Pic/139238b2-3884-442e-b47b-d2520dc917d8_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=179730&AcceptNum=GAAAG1091012002&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\GAAAG1091012002.jpg,2020/11/10,2020-10-23 15:29:52.590
14168,2,GAAAG1091012003,2020-10-12T00:00:00,2020-10,11,GAAAG1091012003,,138,政府捕捉,1,犬,混種狗,黑白,田中鎮,公         ,GAAAG1091012003,GAAAG,彰化縣流浪狗中途之家,04-8590638,彰化縣員林市大峯里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),,https://asms.coa.gov.tw/Amlapp/Upload/Pic/85c0188b-004d-4629-ad54-22b0184005ae_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=179732&AcceptNum=GAAAG1091012003&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\GAAAG1091012003.jpg,2020/11/10,2020-10-23 15:29:52.897
14169,2,GAAAG1091012004,2020-10-12T00:00:00,2020-10,11,GAAAG1091012004,,138,政府捕捉,1,犬,混種狗,黑,秀水鄉,母         ,GAAAG1091012004,GAAAG,彰化縣流浪狗中途之家,04-8590638,彰化縣員林市大峯里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),,https://asms.coa.gov.tw/Amlapp/Upload/Pic/9f38ca37-befd-4757-893e-f39e0907b7fe_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=179817&AcceptNum=GAAAG1091012004&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\GAAAG1091012004.jpg,2020/11/10,2020-10-23 15:29:53.180
14170,2,GAAAG1091012005,2020-10-12T00:00:00,2020-10,11,GAAAG1091012005,,138,政府捕捉,1,犬,混種狗,黃,秀水鄉,公         ,GAAAG1091012005,GAAAG,彰化縣流浪狗中途之家,04-8590638,彰化縣員林市大峯里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),,https://asms.coa.gov.tw/Amlapp/Upload/Pic/bffd30fc-5a1e-44d5-8f29-68f99cf0db42_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=179818&AcceptNum=GAAAG1091012005&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\GAAAG1091012005.jpg,,2020-10-23 15:29:53.467
14171,2,GAAAG1091012006,2020-10-12T00:00:00,2020-10,11,GAAAG1091012006,,138,政府捕捉,1,犬,混種狗,黑,秀水鄉,公         ,GAAAG1091012006,GAAAG,彰化縣流浪狗中途之家,04-8590638,彰化縣員林市大峯里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),,https://asms.coa.gov.tw/Amlapp/Upload/Pic/ea9b2c9d-5dbf-408e-9613-c894979a6427_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=179820&AcceptNum=GAAAG1091012006&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\GAAAG1091012006.jpg,2020/11/06,2020-10-23 15:29:53.707
13781,2,HAAAG10910221120,2020-10-22T00:00:00,2020-10,1,HAAAG10910221120,990000001111074,138,政府捕捉,1,犬,混種狗,米,仁愛鄉,母         ,HAAAG10910221120,HAAAG,南投縣公立動物收容所,049-2225440,南投縣南投市嶺興路36-1號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/b738075b-23a5-4386-9a0d-eee4788f3c16_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=181434&AcceptNum=HAAAG10910221120&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\HAAAG10910221120.jpg,2020/11/04,2020-10-23 15:27:59.220
13806,2,AAADG2020102202 ,2020-10-22T00:00:00,2020-10,1,AAADG2020102202 ,,1622,收容所轉入,2,貓,混種貓,虎斑,板橋區,母         ,AAADG2020102202 ,AAADG,新北市板橋區公立動物之家,02-89662158,新北市板橋區板城路28-1號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/5327ef0b-275d-4324-821a-c93fe41e45fe_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=181267&AcceptNum=AAADG2020102202 &PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\AAADG2020102202 .jpg,2020/11/10,2020-10-23 15:28:04.243
13834,2,AAAEG1091021003,2020-10-21T00:00:00,2020-10,2,AAAEG1091021003,,138,政府捕捉,2,貓,混種貓,黑,土城區,公         ,AAAEG1091021003,AAAEG,新北市中和區公立動物之家,02-86685547,新北市中和區興南路三段100號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/2052d5da-3d69-4aaa-94f7-446d227e1921_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=181117&AcceptNum=AAAEG1091021003&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\AAAEG1091021003.jpg,,2020-10-23 15:28:08.447
13860,2,LAABG109102106,2020-10-21T00:00:00,2020-10,2,LAABG109102106,,138,政府捕捉,1,犬,混種狗,黑,永安區,母         ,LAABG109102106,LAABG,高雄市燕巢動物保護關愛園區,07-6051002,高雄市燕巢區師大路98號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/0a3ab258-aefe-46c6-a6d3-18085a0e0f5d_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=181172&AcceptNum=LAABG109102106&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\LAABG109102106.jpg,2020/11/09,2020-10-23 15:28:13.800
13886,2,AAAHG1091020001,2020-10-20T00:00:00,2020-10,3,AAAHG1091020001,,138,政府捕捉,1,犬,貴賓,棕,三重區,x         ,AAAHG1091020001,AAAHG,新北市五股區公立動物之家,02-82925265,新北市五股區外寮路9-9號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/915cd25b-6db7-420e-afe9-8f1dc9a76d78_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=181039&AcceptNum=AAAHG1091020001&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\AAAHG1091020001.jpg,2020/11/10,2020-10-23 15:28:19.297
13913,2,1091019C09,2020-10-19T00:00:00,2020-10,4,1091019C09,,138,政府捕捉,2,貓,混種貓,虎斑,金湖鎮,母         ,1091019C09,YAAAG,金門縣動物收容中心,082-336625,金門縣金湖鎮裕民農莊20號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/be135597-622e-40a2-a230-89dc360f7e9e_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=181207&AcceptNum=1091019C09&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\1091019C09.jpg,2020/11/06,2020-10-23 15:28:26.063
13938,2,EAAAG1091019006,2020-10-19T00:00:00,2020-10,4,EAAAG1091019006,900138001133192,13,動物救援,1,犬,混種狗,黑,苑裡鎮,母         ,EAAAG1091019006,EAAAG,苗栗縣生態保育教育中心(動物收容所),037-558228,苗栗縣銅鑼鄉朝陽村6鄰朝北55-1號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/8dcac644-add3-4537-9c18-10364dfbcc43_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=180760&AcceptNum=EAAAG1091019006&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\EAAAG1091019006.jpg,2020/11/10,2020-10-23 15:28:32.047
13977,2,CAAAG1091016016,2020-10-16T00:00:00,2020-10,7,CAAAG1091016016,,138,政府捕捉,1,犬,混種狗,黑,大園區,母         ,CAAAG1091016016,CAAAG,桃園市動物保護教育園區,03-4861760,桃園市新屋區永興里3鄰藻礁路1668號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/b3f94a36-92c5-49fa-85cf-a517dfcfa519_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=180604&AcceptNum=CAAAG1091016016&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\CAAAG1091016016.jpg,2020/11/10,2020-10-23 15:28:51.867
14003,2,LAAAG1091016A25-3,2020-10-16T00:00:00,2020-10,7,LAAAG1091016A25-3,,138,政府捕捉,1,犬,混種狗,黑,大社區,母         ,LAAAG1091016A25-3,LAAAG,高雄市壽山動物保護教育園區,07-5519059,高雄市鼓山區萬壽路350號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/1fba5a2b-a8fd-494c-8b23-9967753c33de_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=181333&AcceptNum=LAAAG1091016A25-3&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\LAAAG1091016A25-3.jpg,2020/11/10,2020-10-23 15:28:58.187
14029,2,EAAAG1091015010,2020-10-15T00:00:00,2020-10,8,EAAAG1091015010,900138001133164,138,政府捕捉,2,貓,混種貓,虎斑,通霄鎮,母         ,EAAAG1091015010,EAAAG,苗栗縣生態保育教育中心(動物收容所),037-558228,苗栗縣銅鑼鄉朝陽村6鄰朝北55-1號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/27d93da9-ba37-4b27-9e12-4d1eea64f891_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=180406&AcceptNum=EAAAG1091015010&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\EAAAG1091015010.jpg,,2020-10-23 15:29:03.990
14056,2,1091014C06,2020-10-14T00:00:00,2020-10,9,1091014C06,,138,政府捕捉,2,貓,混種貓,花,金沙鎮,母         ,1091014C06,YAAAG,金門縣動物收容中心,082-336625,金門縣金湖鎮裕民農莊20號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/1d666cfb-3db4-479a-876c-fd95685a0f86_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=180439&AcceptNum=1091014C06&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\1091014C06.jpg,2020/11/05,2020-10-23 15:29:12.143
14081,2,EAAAG1091014012,2020-10-14T00:00:00,2020-10,9,EAAAG1091014012,900138001133482,138,政府捕捉,1,犬,混種狗,黑,南庄鄉,母         ,EAAAG1091014012,EAAAG,苗栗縣生態保育教育中心(動物收容所),037-558228,苗栗縣銅鑼鄉朝陽村6鄰朝北55-1號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/863eff59-d58f-46ac-b038-6a13781cfe80_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=180219&AcceptNum=EAAAG1091014012&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\EAAAG1091014012.jpg,,2020-10-23 15:29:18.237
14107,2,LAABG109101305,2020-10-13T00:00:00,2020-10,10,LAABG109101305,,138,政府捕捉,1,犬,混種狗,黑,湖內區,母         ,LAABG109101305,LAABG,高雄市燕巢動物保護關愛園區,07-6051002,高雄市燕巢區師大路98號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/85ae7149-043c-4421-aaf3-71d3248342e0_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=180241&AcceptNum=LAABG109101305&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\LAABG109101305.jpg,2020/11/10,2020-10-23 15:29:25.673
14120,2,GAAAG1091013004,2020-10-13T00:00:00,2020-10,10,GAAAG1091013004,,138,政府捕捉,1,犬,混種狗,黑,田尾鄉,公         ,GAAAG1091013004,GAAAG,彰化縣流浪狗中途之家,04-8590638,彰化縣員林市大峯里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),,https://asms.coa.gov.tw/Amlapp/Upload/Pic/6aa636e5-add8-4b0b-9315-55cfb0e96c1b_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=179976&AcceptNum=GAAAG1091013004&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\GAAAG1091013004.jpg,2020/11/10,2020-10-23 15:29:29.160
14146,2,1091012C01,2020-10-12T00:00:00,2020-10,11,1091012C01,,14,拾獲送交,2,貓,混種貓,黃虎斑,金沙鎮,公         ,1091012C01,YAAAG,金門縣動物收容中心,082-336625,金門縣金湖鎮裕民農莊20號,,https://asms.coa.gov.tw/Amlapp/Upload/Pic/e41cff21-45ab-49e0-93ae-a3ef537fc1a0_org.jpg,https://asms.coa.gov.tw/Amlapp/App/AnnounceList.aspx?Id=180426&AcceptNum=1091012C01&PageType=Adopt,C:\Users\miomio-NB\Desktop\PythonII_¸ê®ÆÂ^¨ú(ª¦ÂÎ)_´Á¥½§@·~_¤½À]\pic\1091012C01.jpg,2020/11/10,2020-10-23 15:29:35.697
